ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
19422,AMST,2422,001,Seminar,"3","Lisa Goff","TuTh 5:00PM - 6:15PM","Maury Hall 110","Point of View Journalism","",Closed,13,12,0,ENSP 2610-001  SEM (19465),"This course analyzes 'point-of-view' journalism as a controversial but credible alternative to the dominant model of ''objectivity' in the U.S. news media. It will survey point-of-view journalists from Benjamin Franklin to the modern blog."
15028,AMST,2462,001,Lecture,"3","Ashley Williams","TuTh 9:30AM - 10:45AM","New Cabell Hall 191","Language & New Media","",Open,24,25,0,,"This course investigates the interactional relationship between language and American society with a focus on New Media contexts. More specifically, it considers how language both shapes and is shaped by society in email, texting, Facebook, blogging, online gaming, YouTube, and more. Through an interdisciplinary approach, students examine how social constructions are created by, and are realized in New Media genres."
18948,AMST,2559,001,Lecture,"3","Carmen Lamas","TuTh 11:00AM - 12:15PM","Bryan Hall 235","New Course in American Studies","Latina/o Fictions and Films",Closed,7,20,0,ENLT 2555-007  SEM (20877),"New Course in subject of American Studies."
20630,AMST,2559,002,Lecture,"3","Kasey Keeler","TuTh 9:30AM - 10:45AM","Ruffner Hall 125","New Course in American Studies","Contemp Native American Lit",Open,6,20,0,,"New Course in subject of American Studies."
14120,AMST,3001,001,Seminar,"3","Sandhya Shukla","TuTh 12:30PM - 1:45PM","Bryan Hall 334","Theories and Methods of American Studies","",Closed,17,15,0,,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
19542,AMST,3001,002,Seminar,"3","Anna Brickhouse","TuTh 9:30AM - 10:45AM","Nau Hall 241","Theories and Methods of American Studies","",Closed,16,15,0,,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
18956,AMST,3559,001,Lecture,"3","Jessica Sewell","TuTh 2:00PM - 3:15PM","Ruffner Hall 139","New Course in American Studies","Gender, Things, and Difference",Open,19,25,0,,"New Course in the subject of American Studies"
18957,AMST,3559,002,Lecture,"3","Jack Hamilton","MoWe 2:00PM - 3:15PM","Clark Hall G054","New Course in American Studies","Hip-Hop As Technology",Closed,10,10,0,LASE 3559-001  SEM (20057),"New Course in the subject of American Studies"
20340,AMST,3559,003,Lecture,"3","Jack Hamilton","MoWe 3:30PM - 4:45PM","Dell 1 105","New Course in American Studies","Cultures of Hip-Hop",Closed,31,30,0,MDST 3559-009  SEM (20382),"New Course in the subject of American Studies"
20602,AMST,3559,004,Lecture,"3","Camilla Fojas","TuTh 2:00PM - 3:15PM","Nau Hall 341","New Course in American Studies","Borderlands and Pop Culture",Open,14,15,0,MDST 3559-008  SEM (19701),"New Course in the subject of American Studies"
20295,AMST,3630,001,Lecture,"3","Sylvia Chong","MoWe 2:00PM - 3:15PM","New Cabell Hall 168","Vietnam War in Literature and Film","",Closed,15,15,0,ENMC 3630-001  LEC (20156),"In the US, Vietnam signifies not a country but a lasting syndrome that haunts American politics and society, from foreign policy to popular culture. But what of the millions of Southeast Asian refugees the War created? What are the lasting legacies of the Vietnam War for Southeast Asian diasporic communities? We will examine literature and film (fictional and documentary) made by and about Americans, Vietnamese, Cambodians, Laotians, and Hmong."
15031,AMST,4500,001,Seminar,"3","Jennifer Greeson","TuTh 9:30AM - 10:45AM","Gibson Hall 141","Fourth-Year Seminar in American Studies","Autobiography and Nationalism",Closed,3,10,0,ENAM 4500-001  SEM (15476),"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
20046,AMST,4500,003,Seminar,"3","Kenrick Grandison,Marlon Ross","Tu 6:30PM - 9:00PM","Bryan Hall 334","Fourth-Year Seminar in American Studies","Race, Space, and Culture",Closed,6,6,0,ENCR 4500-001  SEM (18975),"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
20047,AMST,4500,004,Seminar,"3","Marlon Ross","TuTh 11:00AM - 12:15PM","Bryan Hall 332","Fourth-Year Seminar in American Studies","W. E. B. Du Bois",Open,4,6,0,ENAM 4500-003  SEM (18993),"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
20309,AMST,4500,005,Seminar,"3","Grace Hale","Mo 3:30PM - 6:00PM","New Cabell Hall 066","Fourth-Year Seminar in American Studies","Documentary and Civil Rights",Closed,15,15,0,,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
11610,AMST,4893,001,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study in Asian Pacific American Studies","",Open,0,15,0,,"An elective course for students in the Asian Pacific American Studies minor. Students will work with an APAS core faculty member to support the student's own research. Topics vary, and must be approved by the APAS Director. "
10291,AMST,4993,001,Independent Study,"3","Anna Brickhouse","TBA","TBA","Independent Study","",Open,1,20,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15032,AMST,4993,002,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study","",Open,1,10,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15034,AMST,4993,004,Independent Study,"3","John Hamilton","TBA","TBA","Independent Study","",Open,1,10,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15035,AMST,4993,005,Independent Study,"3","Grace Hale","TBA","TBA","Independent Study","",Open,1,10,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15036,AMST,4993,006,Independent Study,"3","Matthew Hedstrom","TBA","TBA","Independent Study","",Open,2,10,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15037,AMST,4993,007,Independent Study,"3","Carmenita Higginbotham","TBA","TBA","Independent Study","",Open,0,10,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15038,AMST,4993,008,Independent Study,"3","Lisa Goff","TBA","TBA","Independent Study","",Open,0,10,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15039,AMST,4993,009,Independent Study,"3","Sandhya Shukla","TBA","TBA","Independent Study","",Open,1,10,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
21242,AMST,4993,010,Independent Study,"3","Katharine Balfour","TBA","TBA","Independent Study","",Open,1,30,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
21268,AMST,4993,011,Independent Study,"3","Camilla Fojas","TBA","TBA","Independent Study","",Open,1,30,0,,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
10292,ANTH,1010,100,Lecture,"3","James Igoe","TuTh 8:00AM - 8:50AM","Clark Hall 107","Introduction to Anthropology","",Closed,121,120,0,,"This is a broad introductory course covering race, language, and culture, both as intellectual concepts and as political realities. Topics include race and culture as explanations of human affairs, the relationship of language to thought, cultural diversity and cultural relativity, and cultural approaches to current crises."
